Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login
43,Australia,Standard,159.52,Horror,12/3/2024
79,France,Standard,436.85,Horror,2/4/2025
15,Brazil,Premium,20.84,Documentary,9/27/2024
49,France,Premium,228.83,Action,3/15/2024
24,Brazil,Standard,41.41,Horror,11/6/2024
38,Australia,Basic,88.84,Sci-Fi,1/4/2025
76,France,Premium,906.39,Comedy,9/24/2024
42,USA,Standard,700.2,Drama,1/11/2025
31,USA,Premium,538.73,Documentary,12/29/2024
33,India,Basic,463.35,Documentary,10/21/2024
34,USA,Basic,647.45,Horror,11/16/2024
55,Mexico,Standard,442.89,Comedy,2/7/2025
43,Germany,Premium,501.64,Romance,11/5/2024
34,Brazil,Standard,730.44,Sci-Fi,11/28/2024
77,Mexico,Standard,52.1,Comedy,8/15/2024
17,UK,Premium,529.17,Drama,3/31/2024
53,USA,Standard,32.39,Sci-Fi,3/29/2024
36,Germany,Standard,174.79,Documentary,9/3/2024
49,Brazil,Standard,781.85,Horror,5/18/2024
79,India,Premium,462.08,Drama,9/25/2024
65,India,Premium,644.93,Action,6/13/2024
16,Japan,Standard,541.13,Sci-Fi,2/23/2025
16,India,Premium,834.93,Romance,6/13/2024
34,Japan,Standard,800.28,Documentary,5/21/2024
13,Mexico,Standard,133.01,Comedy,2/22/2025
16,Germany,Premium,957.26,Horror,6/6/2024
61,France,Standard,782.35,Action,11/4/2024
63,India,Standard,884.48,Horror,11/30/2024
53,Australia,Premium,213.85,Horror,2/12/2025
70,Brazil,Premium,736.19,Comedy,5/13/2024
30,India,Premium,411.89,Drama,10/6/2024
44,USA,Standard,97.75,Documentary,2/3/2025
36,Japan,Basic,127.68,Romance,10/17/2024
21,Japan,Standard,877.41,Documentary,3/4/2025
31,Mexico,Premium,712.87,Romance,3/15/2024
20,UK,Premium,853.9,Drama,3/26/2024
48,Japan,Standard,880.4,Comedy,9/1/2024
33,UK,Premium,1.37,Comedy,2/9/2025
66,Brazil,Premium,375.55,Horror,11/29/2024
79,Japan,Standard,746.87,Sci-Fi,7/2/2024
22,Mexico,Standard,361.01,Action,7/21/2024
48,Germany,Standard,419.52,Horror,2/7/2025
14,USA,Basic,895.45,Action,4/1/2024
35,USA,Standard,426.4,Horror,12/23/2024
69,France,Premium,121.55,Horror,1/10/2025
46,Canada,Premium,689.53,Sci-Fi,5/24/2024
41,USA,Basic,212.37,Drama,4/30/2024
53,Germany,Basic,841.5,Sci-Fi,11/12/2024
22,USA,Basic,81.08,Horror,1/14/2025
38,Germany,Standard,108.44,Action,1/3/2025
38,France,Standard,471.32,Comedy,12/24/2024
29,UK,Basic,554.77,Romance,2/24/2025
55,UK,Premium,533.93,Romance,5/12/2024
22,UK,Premium,203.91,Drama,5/9/2024
42,UK,Premium,992.17,Documentary,3/28/2024
80,Australia,Premium,282.84,Comedy,4/10/2024
68,Canada,Premium,902.33,Action,2/23/2025
19,Mexico,Premium,176.43,Action,10/22/2024
36,Mexico,Standard,872.64,Action,12/3/2024
50,Germany,Standard,339.74,Sci-Fi,8/2/2024
48,Canada,Basic,644.16,Action,1/19/2025
41,UK,Premium,50.06,Romance,10/6/2024
56,Australia,Premium,551.1,Action,11/6/2024
49,UK,Standard,288.07,Comedy,3/27/2024
19,Australia,Basic,117.82,Documentary,8/13/2024
16,Brazil,Premium,531.27,Comedy,1/28/2025
67,Brazil,Premium,190.91,Action,1/28/2025
24,Germany,Standard,154.85,Comedy,6/8/2024
34,UK,Standard,24.05,Sci-Fi,10/30/2024
21,UK,Standard,768.82,Drama,2/26/2025
67,Canada,Basic,680.36,Drama,3/4/2025
78,Canada,Premium,739.58,Action,12/7/2024
57,France,Basic,990.76,Drama,12/31/2024
71,Canada,Basic,853.28,Romance,2/10/2025
21,USA,Basic,508.57,Documentary,7/25/2024
25,Australia,Premium,800.35,Comedy,6/16/2024
29,Japan,Standard,678.75,Drama,12/7/2024
54,Brazil,Standard,223.66,Drama,1/18/2025
26,Mexico,Premium,413.52,Drama,2/24/2025
77,Australia,Premium,849.04,Action,9/23/2024
16,India,Basic,71.09,Horror,11/27/2024
17,Australia,Standard,727.94,Comedy,5/20/2024
49,India,Premium,728.5,Sci-Fi,2/27/2025
53,USA,Standard,234.64,Documentary,10/23/2024
58,France,Premium,459.56,Romance,6/5/2024
79,USA,Basic,10.08,Horror,9/11/2024
66,Mexico,Standard,54.84,Comedy,9/23/2024
26,Germany,Standard,806.72,Horror,1/27/2025
24,Brazil,Standard,78.43,Romance,4/17/2024
73,Australia,Premium,760.62,Horror,10/31/2024
62,Brazil,Basic,479.83,Romance,12/10/2024
29,Mexico,Basic,527.65,Documentary,9/18/2024
48,Japan,Basic,701.48,Action,10/8/2024
63,Australia,Basic,473.99,Action,2/28/2025
57,Mexico,Premium,279.77,Romance,10/30/2024
44,Germany,Basic,591.3,Romance,6/20/2024
31,Canada,Basic,752.21,Romance,11/9/2024
36,Germany,Basic,306.11,Sci-Fi,9/19/2024
37,Brazil,Premium,737.49,Horror,6/15/2024
24,Japan,Premium,900.22,Sci-Fi,6/25/2024
49,Australia,Standard,497.73,Horror,6/16/2024
20,Brazil,Premium,181.48,Romance,6/6/2024
23,UK,Basic,602,Sci-Fi,3/28/2024
23,Australia,Basic,864.35,Romance,6/3/2024
80,Canada,Basic,344.64,Sci-Fi,9/3/2024
25,Germany,Basic,246.46,Action,4/27/2024
61,Japan,Standard,83.39,Romance,3/24/2024
34,Mexico,Premium,442.45,Romance,5/22/2024
57,Japan,Basic,135.64,Drama,4/18/2024
30,Japan,Basic,41.48,Comedy,3/21/2024
29,Germany,Standard,978.21,Comedy,1/28/2025
42,Japan,Premium,308.72,Documentary,12/20/2024
71,India,Premium,555.5,Romance,4/6/2024
22,Japan,Premium,280,Sci-Fi,12/8/2024
67,France,Basic,827.23,Documentary,2/20/2025
76,France,Standard,99.57,Documentary,9/5/2024
22,France,Standard,684.92,Romance,11/13/2024
73,Germany,Basic,618.27,Drama,8/15/2024
75,Japan,Standard,518.72,Sci-Fi,2/18/2025
49,Germany,Premium,0.74,Romance,1/14/2025
49,Germany,Basic,106.84,Romance,1/21/2025
79,UK,Basic,205.98,Horror,12/21/2024
61,UK,Standard,140.8,Action,2/22/2025
49,Mexico,Premium,545.27,Sci-Fi,11/3/2024
42,India,Standard,624.69,Documentary,10/10/2024
47,Australia,Standard,334.93,Action,11/1/2024
54,UK,Basic,21.84,Documentary,4/25/2024
16,Australia,Basic,624.5,Drama,5/4/2024
59,Japan,Premium,523.53,Action,4/28/2024
41,Brazil,Basic,312.82,Action,10/6/2024
70,Brazil,Premium,56.56,Romance,11/16/2024
57,Australia,Basic,313.14,Horror,5/17/2024
46,USA,Premium,454.97,Comedy,3/8/2024
31,Canada,Premium,993.62,Drama,2/21/2025
67,India,Standard,263.81,Drama,11/11/2024
27,France,Basic,966.47,Documentary,5/22/2024
78,France,Standard,839.42,Horror,4/20/2024
30,France,Standard,756.45,Documentary,8/22/2024
15,UK,Premium,554.05,Drama,11/24/2024
14,Germany,Premium,79.01,Documentary,6/29/2024
64,France,Premium,260.04,Drama,7/1/2024
14,Mexico,Standard,901.45,Romance,4/13/2024
61,Brazil,Premium,184.22,Action,9/15/2024
64,India,Premium,846.63,Horror,1/27/2025
26,France,Basic,658.49,Romance,9/30/2024
80,Mexico,Basic,386.8,Sci-Fi,1/7/2025
14,Canada,Basic,757.26,Sci-Fi,9/23/2024
71,Canada,Standard,632.48,Horror,6/29/2024
58,USA,Basic,390,Romance,5/28/2024
21,Australia,Premium,536.76,Action,4/15/2024
46,USA,Basic,522.1,Drama,8/11/2024
16,Germany,Basic,446.42,Comedy,1/22/2025
39,Australia,Premium,485.04,Horror,4/22/2024
78,Germany,Standard,444.05,Comedy,4/16/2024
19,Japan,Basic,916.38,Horror,1/25/2025
29,Japan,Standard,996.98,Drama,4/28/2024
16,Japan,Premium,175.35,Sci-Fi,12/20/2024
31,India,Standard,531.38,Horror,1/27/2025
20,UK,Premium,788.58,Documentary,7/18/2024
53,USA,Basic,414.63,Drama,11/18/2024
36,Australia,Premium,940.03,Comedy,5/26/2024
32,Japan,Basic,119.63,Comedy,6/2/2024
34,UK,Basic,290.41,Sci-Fi,11/2/2024
53,Germany,Premium,672.28,Drama,9/1/2024
31,India,Premium,696.06,Romance,7/28/2024
56,Canada,Premium,145.97,Documentary,1/27/2025
50,Canada,Standard,78.87,Horror,7/8/2024
66,USA,Basic,600.98,Drama,8/1/2024
57,USA,Basic,48.17,Drama,3/19/2024
72,Australia,Premium,182.08,Drama,5/29/2024
23,USA,Premium,624.78,Drama,1/9/2025
17,India,Basic,197.15,Action,3/10/2024
38,Japan,Basic,766.14,Romance,8/29/2024
68,USA,Basic,887.56,Action,12/12/2024
24,France,Premium,831.21,Sci-Fi,12/7/2024
50,Brazil,Standard,638.4,Romance,11/22/2024
64,India,Standard,589.62,Comedy,1/15/2025
24,Australia,Standard,209.48,Sci-Fi,5/2/2024
72,USA,Standard,659.62,Documentary,5/31/2024
80,USA,Premium,994.76,Action,9/8/2024
60,Australia,Premium,156.12,Comedy,4/6/2024
80,Japan,Basic,645.48,Comedy,12/31/2024
78,Brazil,Premium,694.7,Comedy,3/4/2025
25,Australia,Premium,163.95,Documentary,7/10/2024
36,India,Standard,767.36,Romance,11/29/2024
64,Australia,Standard,998.74,Horror,8/25/2024
62,Japan,Premium,135.01,Sci-Fi,12/30/2024
50,India,Standard,779.66,Horror,2/9/2025
30,India,Standard,322.1,Romance,2/13/2025
21,Australia,Premium,260.72,Sci-Fi,1/1/2025
70,Australia,Premium,189.97,Sci-Fi,1/12/2025
31,USA,Premium,558.43,Documentary,7/21/2024
37,Brazil,Standard,571.72,Horror,8/12/2024
80,Germany,Standard,396.07,Drama,7/9/2024
78,Japan,Standard,854.99,Documentary,9/5/2024
53,Australia,Standard,409.15,Horror,5/16/2024
28,France,Standard,779.43,Documentary,4/21/2024
30,India,Standard,585.31,Comedy,3/16/2024
68,Brazil,Basic,518.46,Horror,8/29/2024
66,Canada,Basic,501.44,Comedy,7/20/2024
67,UK,Standard,287.65,Sci-Fi,1/3/2025
62,France,Premium,461.24,Sci-Fi,6/7/2024
48,Brazil,Premium,327.15,Romance,1/5/2025
75,UK,Standard,705.46,Documentary,6/30/2024
73,USA,Standard,591.37,Horror,8/7/2024
46,Brazil,Basic,685,Sci-Fi,3/26/2024
42,Japan,Standard,946.57,Drama,10/31/2024
22,Canada,Basic,466.49,Drama,2/26/2025
68,Mexico,Basic,711.54,Documentary,2/17/2025
51,France,Standard,662.91,Sci-Fi,11/30/2024
51,Mexico,Premium,251.63,Documentary,10/22/2024
48,Canada,Basic,421.43,Drama,10/2/2024
15,Mexico,Basic,748.88,Action,9/29/2024
42,France,Premium,671.15,Comedy,4/8/2024
53,Australia,Basic,517.58,Horror,11/26/2024
69,Germany,Basic,325.83,Comedy,1/5/2025
64,Japan,Premium,548.05,Horror,9/8/2024
58,Canada,Basic,215.73,Sci-Fi,1/28/2025
65,Germany,Premium,606.5,Drama,11/10/2024
56,India,Basic,45.56,Documentary,5/25/2024
37,Brazil,Basic,345.63,Sci-Fi,9/18/2024
56,USA,Premium,250.66,Sci-Fi,10/5/2024
62,Australia,Standard,191.57,Romance,11/14/2024
17,Germany,Standard,609.88,Drama,3/1/2025
23,France,Premium,544.38,Drama,7/14/2024
30,Germany,Standard,960.26,Horror,9/12/2024
39,USA,Standard,550.45,Romance,7/24/2024
29,Germany,Basic,80.13,Drama,4/24/2024
44,Canada,Standard,546.3,Drama,7/10/2024
78,Canada,Basic,984.24,Horror,2/28/2025
63,Japan,Standard,315.22,Documentary,8/11/2024
62,India,Basic,638.56,Romance,11/26/2024
15,USA,Standard,312.74,Romance,9/27/2024
35,Mexico,Basic,979.09,Action,5/26/2024
44,India,Premium,325.42,Romance,1/16/2025
64,Brazil,Standard,0.55,Action,10/1/2024
65,India,Standard,489.97,Action,6/28/2024
28,UK,Premium,985.46,Documentary,9/8/2024
30,Japan,Basic,913.45,Comedy,3/29/2024
73,France,Standard,721.63,Horror,3/2/2025
60,Australia,Premium,711.86,Action,5/29/2024
61,USA,Standard,970.68,Romance,11/28/2024
30,UK,Standard,450.77,Documentary,6/10/2024
66,UK,Premium,152.96,Action,1/19/2025
80,UK,Premium,283.83,Comedy,1/2/2025
52,Brazil,Premium,204.13,Sci-Fi,1/13/2025
34,Japan,Basic,517.7,Sci-Fi,3/5/2025
33,France,Basic,397.83,Romance,4/27/2024
68,UK,Basic,521.84,Romance,2/13/2025
70,France,Basic,985.59,Comedy,3/26/2024
78,UK,Basic,243.51,Drama,4/5/2024
63,Canada,Standard,209.28,Romance,7/22/2024
77,UK,Standard,166.48,Action,4/3/2024
60,Brazil,Standard,975.68,Drama,10/13/2024
67,France,Standard,986.71,Romance,1/19/2025
30,Canada,Standard,984.77,Horror,2/23/2025
30,Mexico,Standard,518.35,Documentary,7/15/2024
79,Japan,Premium,174.16,Comedy,8/6/2024
29,Brazil,Premium,856.6,Drama,11/7/2024
40,Brazil,Basic,868.27,Documentary,5/29/2024
77,France,Standard,558.11,Romance,3/7/2025
79,Canada,Premium,287.77,Romance,6/16/2024
48,Japan,Premium,756.02,Drama,6/26/2024
26,UK,Basic,970.68,Romance,4/4/2024
38,India,Standard,155.22,Horror,1/29/2025
57,France,Basic,456.5,Comedy,5/7/2024
67,Canada,Basic,447.93,Romance,5/31/2024
30,Japan,Standard,133.24,Romance,10/13/2024
50,Germany,Basic,31.84,Romance,8/4/2024
32,Germany,Basic,527.89,Romance,2/22/2025
75,Brazil,Basic,708.74,Documentary,11/8/2024
69,Mexico,Standard,906.64,Sci-Fi,11/30/2024
30,Australia,Basic,204.78,Horror,1/25/2025
36,Brazil,Premium,542.45,Documentary,5/29/2024
37,Mexico,Premium,971.79,Romance,11/18/2024
79,Canada,Standard,463.84,Romance,5/25/2024
32,France,Premium,177.54,Drama,4/12/2024
55,France,Premium,529.79,Documentary,6/2/2024
39,Japan,Standard,805.02,Comedy,7/10/2024
22,Germany,Basic,160.88,Romance,2/5/2025
24,UK,Basic,439.68,Drama,10/20/2024
34,Brazil,Premium,22.55,Comedy,2/16/2025
53,Germany,Standard,702.36,Drama,1/19/2025
80,Canada,Basic,537.12,Drama,12/10/2024
74,France,Basic,780.89,Horror,7/13/2024
52,Mexico,Premium,272.22,Horror,10/2/2024
79,UK,Basic,995.24,Documentary,8/4/2024
16,Germany,Standard,900.72,Sci-Fi,4/18/2024
27,Mexico,Basic,124.01,Horror,8/11/2024
79,Brazil,Premium,742.43,Sci-Fi,6/30/2024
45,Australia,Basic,221.63,Horror,5/22/2024
58,Canada,Standard,682.25,Documentary,6/22/2024
56,Germany,Premium,979.09,Sci-Fi,1/31/2025
54,France,Premium,525.93,Action,3/8/2024
49,UK,Premium,941.27,Documentary,12/5/2024
63,USA,Standard,467.25,Documentary,3/3/2025
77,Brazil,Standard,463.23,Comedy,10/30/2024
23,Germany,Premium,373.43,Sci-Fi,3/11/2024
65,Germany,Basic,397.18,Action,3/28/2024
33,France,Standard,988.99,Documentary,4/4/2024
62,Japan,Basic,211.35,Comedy,9/27/2024
74,Japan,Premium,620.91,Sci-Fi,11/14/2024
41,UK,Premium,70.21,Horror,1/31/2025
63,Mexico,Premium,125.96,Action,5/7/2024
45,Mexico,Premium,853.08,Drama,12/7/2024
68,India,Standard,929.66,Horror,2/21/2025
39,USA,Premium,43.25,Sci-Fi,5/29/2024
44,Mexico,Premium,821.75,Drama,9/26/2024
62,UK,Standard,738.25,Comedy,11/18/2024
62,India,Standard,252.25,Romance,6/23/2024
60,Germany,Basic,215.14,Action,9/24/2024
21,Mexico,Premium,312.69,Romance,11/1/2024
35,USA,Basic,522.57,Romance,11/3/2024
41,France,Premium,658.43,Comedy,5/11/2024
73,Japan,Standard,52.27,Comedy,3/30/2024
79,India,Standard,3.24,Horror,11/8/2024
65,Australia,Standard,896.49,Comedy,11/14/2024
56,France,Basic,113.57,Horror,6/4/2024
45,USA,Standard,434.37,Comedy,4/4/2024
68,France,Standard,414.09,Action,3/31/2024
57,Canada,Standard,954.85,Drama,5/31/2024
25,Germany,Basic,409,Horror,8/3/2024
66,India,Standard,502.19,Sci-Fi,2/28/2025
13,Japan,Premium,433.31,Drama,12/28/2024
46,Mexico,Standard,537.39,Horror,9/8/2024
53,Brazil,Standard,127.36,Drama,3/14/2024
71,Germany,Basic,626.21,Drama,4/28/2024
72,Australia,Basic,813.38,Sci-Fi,8/4/2024
56,UK,Standard,314.83,Documentary,3/15/2024
20,Japan,Premium,25,Romance,8/16/2024
77,India,Standard,680.86,Action,10/6/2024
60,Mexico,Premium,58.38,Horror,8/26/2024
31,Canada,Standard,286.71,Sci-Fi,8/23/2024
72,Germany,Basic,113.09,Horror,2/25/2025
43,Mexico,Premium,666.64,Comedy,4/3/2024
20,UK,Standard,994.39,Documentary,5/10/2024
79,UK,Standard,886.04,Romance,10/28/2024
47,Mexico,Premium,276.4,Comedy,12/18/2024
49,India,Standard,562.38,Horror,11/5/2024
49,Germany,Premium,399.35,Comedy,11/7/2024
43,France,Standard,815.3,Comedy,1/6/2025
79,Japan,Standard,957.35,Horror,6/13/2024
58,Canada,Basic,198.19,Documentary,4/8/2024
61,Japan,Premium,103.8,Comedy,3/29/2024
77,India,Standard,902.79,Sci-Fi,10/6/2024
48,UK,Premium,731.76,Sci-Fi,12/11/2024
60,France,Standard,985.26,Romance,4/21/2024
63,USA,Premium,439.7,Sci-Fi,5/5/2024
64,India,Basic,875.79,Romance,5/5/2024
51,Australia,Basic,50.42,Drama,9/1/2024
50,Germany,Basic,804.75,Romance,6/22/2024
47,Australia,Premium,17.37,Drama,3/13/2024
30,Germany,Basic,209.84,Romance,7/19/2024
24,Germany,Premium,198.21,Action,12/29/2024
53,France,Basic,333.38,Drama,11/10/2024
36,Japan,Premium,584.84,Sci-Fi,11/14/2024
64,France,Premium,609.37,Horror,1/4/2025
62,Canada,Basic,789.83,Sci-Fi,2/6/2025
46,Brazil,Basic,865.67,Action,12/20/2024
37,Canada,Basic,928.3,Sci-Fi,1/24/2025
67,India,Premium,1.92,Horror,5/31/2024
76,Brazil,Standard,586.37,Documentary,11/24/2024
56,Germany,Basic,78.3,Action,2/2/2025
31,France,Basic,407.46,Horror,2/10/2025
34,Canada,Basic,767.98,Horror,7/27/2024
41,Japan,Standard,55.88,Sci-Fi,10/14/2024
33,UK,Premium,139.47,Documentary,12/3/2024
65,UK,Basic,778.69,Drama,7/5/2024
16,Mexico,Basic,444.93,Comedy,1/4/2025
34,India,Premium,528.75,Drama,12/29/2024
70,Japan,Basic,155.68,Sci-Fi,7/22/2024
45,Australia,Basic,7.02,Documentary,4/3/2024
77,UK,Basic,953.1,Sci-Fi,11/8/2024
58,Japan,Basic,315.59,Comedy,12/12/2024
28,Germany,Premium,65.6,Romance,6/24/2024
56,Australia,Basic,639.65,Action,8/12/2024
19,France,Basic,392.84,Comedy,6/19/2024
40,France,Standard,820.04,Sci-Fi,8/10/2024
67,USA,Basic,310.79,Documentary,5/5/2024
63,India,Premium,100.51,Documentary,1/11/2025
70,Japan,Premium,188.89,Drama,6/7/2024
63,India,Basic,583.77,Romance,4/12/2024
41,Mexico,Standard,877.18,Sci-Fi,12/30/2024
29,India,Basic,334.55,Horror,5/8/2024
54,France,Premium,895.13,Comedy,4/10/2024
53,France,Basic,913.63,Comedy,4/6/2024
39,Japan,Premium,864.69,Comedy,1/7/2025
69,Australia,Premium,728.44,Documentary,5/19/2024
65,Brazil,Standard,577.42,Action,5/16/2024
44,Germany,Premium,62.93,Documentary,12/9/2024
48,Australia,Standard,138.44,Drama,1/18/2025
47,UK,Premium,411.92,Romance,12/16/2024
38,India,Premium,44.56,Action,11/4/2024
33,USA,Standard,297.89,Action,2/13/2025
42,Japan,Basic,156.03,Action,3/8/2024
70,Japan,Basic,966.93,Documentary,10/22/2024
67,UK,Basic,221.87,Drama,7/8/2024
71,Germany,Standard,178.82,Comedy,1/20/2025
36,Germany,Standard,484.22,Romance,7/27/2024
15,Australia,Basic,33.59,Documentary,2/27/2025
16,Germany,Premium,61.03,Horror,2/15/2025
34,Canada,Basic,760.47,Sci-Fi,10/19/2024
40,USA,Standard,495.81,Horror,2/7/2025
31,Canada,Basic,773.13,Romance,12/21/2024
68,Germany,Basic,313.24,Action,6/5/2024
16,Australia,Premium,935.89,Drama,7/12/2024
37,UK,Basic,932.62,Romance,6/24/2024
29,India,Premium,607.04,Documentary,5/10/2024
20,Japan,Basic,594.83,Sci-Fi,11/18/2024
80,Mexico,Basic,548.2,Sci-Fi,7/20/2024
46,India,Standard,785.65,Sci-Fi,5/8/2024
68,Brazil,Standard,488.33,Drama,7/2/2024
70,Japan,Basic,468.02,Action,9/22/2024
64,Germany,Standard,467.19,Horror,1/3/2025
51,Brazil,Premium,567.31,Action,11/8/2024
51,Japan,Basic,210.99,Sci-Fi,4/2/2024
37,Japan,Basic,3.64,Romance,10/8/2024
68,USA,Basic,703.31,Comedy,1/18/2025
65,Brazil,Standard,135.23,Romance,11/18/2024
59,Australia,Premium,954.17,Action,7/24/2024
39,UK,Standard,611.45,Romance,9/8/2024
72,Japan,Premium,949.67,Documentary,11/30/2024
80,USA,Basic,484.14,Comedy,11/1/2024
39,USA,Basic,358.36,Romance,8/31/2024
42,Mexico,Premium,753.08,Comedy,3/16/2024
40,Japan,Basic,561.21,Action,1/19/2025
60,Mexico,Standard,705,Sci-Fi,2/8/2025
48,Mexico,Basic,193.98,Drama,9/23/2024
56,USA,Premium,840.46,Documentary,9/2/2024
35,USA,Premium,839.41,Action,3/24/2024
71,Canada,Premium,926.07,Documentary,8/17/2024
43,Mexico,Basic,277.31,Documentary,5/23/2024
64,Germany,Premium,529.04,Romance,5/13/2024
76,UK,Standard,906.41,Documentary,2/18/2025
66,Germany,Premium,545.24,Romance,2/8/2025
53,Germany,Premium,41.63,Comedy,3/22/2024
77,India,Standard,753.93,Sci-Fi,10/27/2024
73,Brazil,Premium,527.2,Romance,9/5/2024
29,France,Standard,99.23,Horror,6/17/2024
20,France,Premium,689.11,Documentary,11/20/2024
16,Germany,Premium,267.68,Drama,9/6/2024
32,Japan,Basic,373.64,Sci-Fi,4/22/2024
34,USA,Basic,118.99,Action,7/13/2024
38,Mexico,Basic,698.23,Drama,2/2/2025
50,Canada,Premium,491.89,Sci-Fi,7/26/2024
33,Australia,Premium,178.46,Comedy,12/9/2024
48,Japan,Basic,778.01,Sci-Fi,5/4/2024
37,France,Standard,632.88,Horror,2/4/2025
55,France,Premium,825.21,Documentary,8/24/2024
36,France,Standard,728.09,Drama,7/30/2024
55,UK,Premium,414.96,Documentary,12/24/2024
62,France,Standard,486.48,Action,8/8/2024
17,Australia,Basic,926.66,Comedy,11/6/2024
47,France,Premium,386,Comedy,5/10/2024
52,Germany,Premium,194.13,Action,4/1/2024
20,Japan,Premium,244.96,Romance,3/16/2024
64,Germany,Premium,630.16,Comedy,12/5/2024
34,France,Premium,923.41,Drama,3/27/2024
28,Canada,Premium,178.02,Drama,12/9/2024
43,France,Basic,618.01,Comedy,7/14/2024
58,UK,Standard,94.38,Sci-Fi,6/1/2024
50,Brazil,Premium,282.23,Documentary,8/15/2024
65,USA,Basic,471.22,Comedy,1/29/2025
43,Mexico,Standard,827.79,Drama,5/2/2024
42,France,Basic,215.86,Documentary,10/11/2024
48,India,Premium,12.82,Action,2/20/2025
13,UK,Standard,475.59,Drama,4/6/2024
18,Mexico,Standard,625.6,Romance,12/20/2024
27,Canada,Standard,604.41,Comedy,6/13/2024
21,UK,Standard,635.24,Drama,8/6/2024
25,Japan,Basic,829,Documentary,12/30/2024
77,Japan,Standard,419.19,Documentary,2/6/2025
56,Mexico,Premium,573.29,Comedy,3/17/2024
26,Canada,Premium,864.66,Drama,1/4/2025
74,France,Basic,25.18,Documentary,7/20/2024
67,Canada,Basic,156.14,Horror,10/31/2024
27,India,Basic,540.45,Action,11/19/2024
51,Mexico,Premium,154.1,Drama,12/9/2024
80,UK,Basic,327.33,Drama,11/5/2024
14,Germany,Basic,217.07,Comedy,12/1/2024
67,France,Premium,434.8,Documentary,5/19/2024
43,UK,Standard,219.32,Sci-Fi,8/5/2024
80,Brazil,Standard,212.7,Action,7/28/2024
61,Brazil,Basic,70.74,Comedy,1/29/2025
34,Canada,Basic,512.85,Sci-Fi,11/21/2024
43,USA,Standard,242.28,Action,5/22/2024
48,Australia,Standard,782.85,Documentary,2/2/2025
62,India,Standard,582.09,Sci-Fi,4/1/2024
56,Mexico,Standard,906.99,Sci-Fi,9/25/2024
80,Japan,Basic,522.23,Sci-Fi,2/1/2025
80,Germany,Premium,630.24,Drama,3/12/2024
80,India,Standard,913.2,Horror,11/8/2024
49,India,Premium,80.15,Action,1/26/2025
18,Brazil,Standard,491.54,Drama,6/7/2024
17,India,Basic,537.45,Action,10/26/2024
34,Canada,Standard,371.72,Action,10/4/2024
43,UK,Basic,928.93,Sci-Fi,5/2/2024
50,Japan,Standard,348.14,Comedy,11/6/2024
36,USA,Premium,126.99,Documentary,1/27/2025
28,India,Standard,921.07,Romance,6/19/2024
76,Brazil,Basic,891.82,Romance,3/6/2025
75,UK,Standard,763.43,Action,6/16/2024
72,USA,Standard,546.27,Comedy,4/20/2024
79,Brazil,Basic,376.91,Documentary,9/23/2024
43,India,Premium,195.54,Comedy,7/7/2024
30,Germany,Premium,180.25,Sci-Fi,6/2/2024
14,Mexico,Premium,420.04,Horror,9/15/2024
16,Mexico,Basic,342.95,Drama,7/17/2024
24,Mexico,Premium,810.96,Comedy,4/12/2024
80,USA,Premium,779.35,Action,9/23/2024
78,Australia,Standard,198.67,Comedy,6/14/2024
60,Mexico,Premium,692.71,Romance,7/3/2024
67,USA,Premium,65.49,Comedy,3/1/2025
40,USA,Premium,474.75,Documentary,8/14/2024
25,Mexico,Basic,986.94,Comedy,11/28/2024
53,Australia,Premium,28.59,Romance,8/30/2024
65,Canada,Premium,263.97,Horror,5/27/2024
29,Brazil,Standard,691.56,Comedy,11/10/2024
54,Germany,Premium,65.16,Documentary,5/27/2024
59,India,Standard,476.59,Documentary,4/6/2024
48,Canada,Premium,877.09,Romance,5/19/2024
80,Mexico,Premium,51.96,Horror,11/9/2024
17,Japan,Standard,302.35,Documentary,1/17/2025
78,USA,Standard,574.21,Documentary,10/7/2024
35,USA,Standard,512.73,Sci-Fi,4/11/2024
14,Australia,Basic,405.96,Romance,11/29/2024
79,Australia,Standard,975.57,Horror,7/21/2024
65,France,Standard,47.87,Romance,12/24/2024
62,UK,Premium,157.68,Documentary,10/28/2024
35,UK,Standard,194.06,Action,10/22/2024
77,Mexico,Basic,217,Sci-Fi,12/16/2024
71,Brazil,Basic,158.15,Action,12/21/2024
73,UK,Premium,402.37,Documentary,2/25/2025
61,Brazil,Basic,870.75,Comedy,1/15/2025
38,UK,Standard,371.37,Comedy,5/18/2024
71,Mexico,Premium,215.67,Horror,6/23/2024
14,USA,Basic,646.79,Romance,12/12/2024
13,Canada,Basic,491.68,Documentary,6/9/2024
38,India,Standard,259.25,Documentary,1/27/2025
59,Brazil,Basic,27.07,Romance,1/19/2025
78,Mexico,Standard,657.71,Action,2/13/2025
57,India,Premium,293.16,Drama,8/5/2024
64,Germany,Standard,191.33,Horror,3/21/2024
51,France,Standard,148.31,Comedy,2/26/2025
19,USA,Basic,840.6,Comedy,6/12/2024
13,UK,Premium,565.36,Horror,8/21/2024
52,Germany,Standard,471.26,Comedy,7/18/2024
40,France,Premium,841.53,Comedy,7/6/2024
37,France,Basic,564.59,Drama,5/29/2024
36,Germany,Basic,222.73,Sci-Fi,7/3/2024
67,Australia,Premium,74.63,Drama,7/31/2024
18,Japan,Premium,899.59,Horror,8/11/2024
